"state","married_couple","homeowner","car_value","count","a0","a1","a2","b0","b1","c1","c2","c3","c4","d1","d2","d3","e0","e1","f0","f1","f2","f3","g1","g2","g3","g4"
"AL",1,1,"b",6,1,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0,0.666666666666667,1,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0
"AL",1,1,"c",39,0.769230769230769,0.179487179487179,0.0512820512820513,0.358974358974359,0.641025641025641,0.41025641025641,0.205128205128205,0.307692307692308,0.0769230769230769,0.256410256410256,0.256410256410256,0.487179487179487,0.974358974358974,0.0256410256410256,0.717948717948718,0.0512820512820513,0.230769230769231,0,0.0769230769230769,0.692307692307692,0.128205128205128,0.102564102564103
"AL",1,1,"d",107,0.542056074766355,0.401869158878505,0.0560747663551402,0.299065420560748,0.700934579439252,0.261682242990654,0.261682242990654,0.327102803738318,0.149532710280374,0.205607476635514,0.345794392523364,0.448598130841121,0.85981308411215,0.14018691588785,0.485981308411215,0.14018691588785,0.336448598130841,0.0373831775700935,0.224299065420561,0.598130841121495,0.149532710280374,0.0280373831775701
"AL",1,1,"e",225,0.288888888888889,0.657777777777778,0.0533333333333333,0.266666666666667,0.733333333333333,0.231111111111111,0.288888888888889,0.364444444444444,0.115555555555556,0.146666666666667,0.32,0.533333333333333,0.68,0.32,0.284444444444444,0.195555555555556,0.497777777777778,0.0222222222222222,0.253333333333333,0.546666666666667,0.128888888888889,0.0711111111111111
"AL",1,1,"f",213,0.248826291079812,0.643192488262911,0.107981220657277,0.31924882629108,0.68075117370892,0.211267605633803,0.248826291079812,0.413145539906103,0.126760563380282,0.136150234741784,0.267605633802817,0.596244131455399,0.633802816901408,0.366197183098592,0.244131455399061,0.220657276995305,0.507042253521127,0.028169014084507,0.225352112676056,0.52112676056338,0.178403755868545,0.0751173708920188
"AL",1,1,"g",142,0.211267605633803,0.647887323943662,0.140845070422535,0.21830985915493,0.78169014084507,0.183098591549296,0.197183098591549,0.429577464788732,0.190140845070423,0.126760563380282,0.183098591549296,0.690140845070423,0.605633802816901,0.394366197183099,0.183098591549296,0.204225352112676,0.542253521126761,0.0704225352112676,0.190140845070423,0.528169014084507,0.190140845070423,0.0915492957746479
"AL",1,1,"h",43,0.116279069767442,0.767441860465116,0.116279069767442,0.302325581395349,0.697674418604651,0.232558139534884,0.0930232558139535,0.441860465116279,0.232558139534884,0.162790697674419,0.209302325581395,0.627906976744186,0.581395348837209,0.418604651162791,0.116279069767442,0.27906976744186,0.534883720930233,0.0697674418604651,0.186046511627907,0.604651162790698,0.13953488372093,0.0697674418604651
"AL",1,1,"i",4,0.25,0.25,0.5,0,1,0,0.25,0.25,0.5,0,0.5,0.5,0.75,0.25,0.25,0.75,0,0,0,0.75,0,0.25
"AR",0,0,"a",3,1,0,0,1,0,1,0,0,0,0.666666666666667,0.333333333333333,0,1,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0
"AR",0,0,"b",6,0.833333333333333,0.166666666666667,0,0.666666666666667,0.333333333333333,1,0,0,0,0.833333333333333,0.166666666666667,0,1,0,1,0,0,0,0.5,0.5,0,0
"AR",0,0,"c",25,0.8,0.08,0.12,0.64,0.36,0.76,0.2,0.04,0,0.64,0.36,0,0.88,0.12,0.8,0.12,0.04,0.04,0.24,0.68,0.08,0
"AR",0,0,"d",133,0.541353383458647,0.263157894736842,0.195488721804511,0.518796992481203,0.481203007518797,0.796992481203007,0.135338345864662,0.0451127819548872,0.0225563909774436,0.684210526315789,0.218045112781955,0.0977443609022556,0.75187969924812,0.24812030075188,0.533834586466165,0.0902255639097744,0.263157894736842,0.112781954887218,0.473684210526316,0.466165413533835,0.0451127819548872,0.0150375939849624
"AR",0,0,"e",243,0.378600823045267,0.366255144032922,0.255144032921811,0.465020576131687,0.534979423868313,0.670781893004115,0.222222222222222,0.0781893004115226,0.0288065843621399,0.57201646090535,0.263374485596708,0.164609053497942,0.641975308641975,0.358024691358025,0.353909465020576,0.102880658436214,0.349794238683128,0.193415637860082,0.493827160493827,0.419753086419753,0.0617283950617284,0.0246913580246914
"AR",0,0,"f",121,0.31404958677686,0.429752066115702,0.256198347107438,0.43801652892562,0.56198347107438,0.611570247933884,0.247933884297521,0.115702479338843,0.0247933884297521,0.537190082644628,0.289256198347107,0.173553719008264,0.669421487603306,0.330578512396694,0.289256198347107,0.12396694214876,0.429752066115702,0.15702479338843,0.479338842975207,0.40495867768595,0.0495867768595041,0.0661157024793388
"AR",0,0,"g",77,0.207792207792208,0.532467532467532,0.25974025974026,0.311688311688312,0.688311688311688,0.636363636363636,0.233766233766234,0.12987012987013,0,0.493506493506494,0.285714285714286,0.220779220779221,0.545454545454545,0.454545454545455,0.207792207792208,0.194805194805195,0.415584415584416,0.181818181818182,0.467532467532468,0.467532467532468,0.051948051948052,0.012987012987013
"AR",0,0,"h",16,0.1875,0.5625,0.25,0.5625,0.4375,0.6875,0.1875,0.0625,0.0625,0.5625,0.3125,0.125,0.625,0.375,0.1875,0.125,0.5,0.1875,0.4375,0.4375,0,0.125
"AR",0,1,"a",1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"AR",0,1,"b",4,1,0,0,1,0,0.5,0.5,0,0,0.5,0.5,0,1,0,1,0,0,0,0.5,0.5,0,0
"AR",0,1,"c",17,0.588235294117647,0.352941176470588,0.0588235294117647,0.588235294117647,0.411764705882353,0.705882352941177,0.117647058823529,0.117647058823529,0.0588235294117647,0.588235294117647,0.294117647058824,0.117647058823529,0.705882352941177,0.294117647058824,0.588235294117647,0.0588235294117647,0.294117647058824,0.0588235294117647,0.411764705882353,0.529411764705882,0.0588235294117647,0
"AR",0,1,"d",92,0.434782608695652,0.347826086956522,0.217391304347826,0.532608695652174,0.467391304347826,0.597826086956522,0.33695652173913,0.0543478260869565,0.0108695652173913,0.456521739130435,0.391304347826087,0.152173913043478,0.739130434782609,0.260869565217391,0.423913043478261,0.152173913043478,0.271739130434783,0.152173913043478,0.554347826086957,0.391304347826087,0.0434782608695652,0.0108695652173913
"AR",0,1,"e",184,0.28804347826087,0.489130434782609,0.222826086956522,0.467391304347826,0.532608695652174,0.559782608695652,0.304347826086957,0.119565217391304,0.016304347826087,0.46195652173913,0.331521739130435,0.206521739130435,0.619565217391304,0.380434782608696,0.28804347826087,0.168478260869565,0.407608695652174,0.135869565217391,0.489130434782609,0.396739130434783,0.0597826086956522,0.0543478260869565
"AR",0,1,"f",165,0.254545454545455,0.490909090909091,0.254545454545455,0.387878787878788,0.612121212121212,0.484848484848485,0.357575757575758,0.139393939393939,0.0181818181818182,0.442424242424242,0.309090909090909,0.248484848484848,0.551515151515152,0.448484848484848,0.23030303030303,0.224242424242424,0.393939393939394,0.151515151515152,0.466666666666667,0.4,0.0909090909090909,0.0424242424242424
"AR",0,1,"g",89,0.146067415730337,0.617977528089888,0.235955056179775,0.426966292134831,0.573033707865168,0.393258426966292,0.370786516853933,0.168539325842697,0.0674157303370786,0.337078651685393,0.404494382022472,0.258426966292135,0.50561797752809,0.49438202247191,0.123595505617978,0.168539325842697,0.50561797752809,0.202247191011236,0.393258426966292,0.460674157303371,0.0786516853932584,0.0674157303370786
"AR",0,1,"h",26,0,0.538461538461538,0.461538461538462,0.192307692307692,0.807692307692308,0.346153846153846,0.307692307692308,0.153846153846154,0.192307692307692,0.269230769230769,0.269230769230769,0.461538461538462,0.346153846153846,0.653846153846154,0,0.192307692307692,0.461538461538462,0.346153846153846,0.5,0.423076923076923,0.0384615384615385,0.0384615384615385
"AR",0,1,"i",2,0,0,1,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,1,1,0,0,0
"AR",1,0,"c",6,0.666666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0,0,0.333333333333333,0.666666666666667,0,0.833333333333333,0.166666666666667,0.5,0,0.5,0,0.5,0.5,0,0
"AR",1,0,"d",18,0.5,0.444444444444444,0.0555555555555556,0.444444444444444,0.555555555555556,0.5,0.333333333333333,0.166666666666667,0,0.5,0.277777777777778,0.222222222222222,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.277777777777778,0.0555555555555556,0.388888888888889,0.555555555555556,0,0.0555555555555556
"AR",1,0,"e",40,0.275,0.475,0.25,0.475,0.525,0.525,0.25,0.225,0,0.475,0.275,0.25,0.6,0.4,0.25,0.125,0.375,0.25,0.325,0.625,0,0.05
"AR",1,0,"f",34,0.264705882352941,0.558823529411765,0.176470588235294,0.5,0.5,0.617647058823529,0.323529411764706,0.0294117647058824,0.0294117647058824,0.529411764705882,0.411764705882353,0.0588235294117647,0.647058823529412,0.352941176470588,0.235294117647059,0.264705882352941,0.411764705882353,0.0882352941176471,0.323529411764706,0.558823529411765,0.0294117647058824,0.0882352941176471
"AR",1,0,"g",21,0.0952380952380952,0.761904761904762,0.142857142857143,0.428571428571429,0.571428571428571,0.523809523809524,0.238095238095238,0.238095238095238,0,0.476190476190476,0.19047619047619,0.333333333333333,0.761904761904762,0.238095238095238,0.0952380952380952,0.19047619047619,0.619047619047619,0.0952380952380952,0.428571428571429,0.428571428571429,0.0952380952380952,0.0476190476190476
"AR",1,0,"h",3,0.666666666666667,0.333333333333333,0,0,1,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0
"AR",1,1,"a",1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"AR",1,1,"c",6,1,0,0,0.833333333333333,0.166666666666667,0.666666666666667,0.333333333333333,0,0,0.5,0.333333333333333,0.166666666666667,1,0,1,0,0,0,0.166666666666667,0.666666666666667,0,0.166666666666667
"AR",1,1,"d",28,0.428571428571429,0.5,0.0714285714285714,0.535714285714286,0.464285714285714,0.392857142857143,0.285714285714286,0.321428571428571,0,0.357142857142857,0.357142857142857,0.285714285714286,0.678571428571429,0.321428571428571,0.392857142857143,0.0357142857142857,0.571428571428571,0,0.535714285714286,0.392857142857143,0,0.0714285714285714
"AR",1,1,"e",63,0.317460317460317,0.523809523809524,0.158730158730159,0.571428571428571,0.428571428571429,0.603174603174603,0.222222222222222,0.142857142857143,0.0317460317460317,0.492063492063492,0.285714285714286,0.222222222222222,0.650793650793651,0.349206349206349,0.317460317460317,0.126984126984127,0.412698412698413,0.142857142857143,0.444444444444444,0.412698412698413,0.0634920634920635,0.0793650793650794
"AR",1,1,"f",91,0.175824175824176,0.582417582417582,0.241758241758242,0.428571428571429,0.571428571428571,0.373626373626374,0.307692307692308,0.208791208791209,0.10989010989011,0.318681318681319,0.362637362637363,0.318681318681319,0.604395604395604,0.395604395604396,0.142857142857143,0.274725274725275,0.406593406593407,0.175824175824176,0.417582417582418,0.340659340659341,0.175824175824176,0.0659340659340659
"AR",1,1,"g",39,0.0512820512820513,0.743589743589744,0.205128205128205,0.307692307692308,0.692307692307692,0.230769230769231,0.307692307692308,0.333333333333333,0.128205128205128,0.205128205128205,0.230769230769231,0.564102564102564,0.333333333333333,0.666666666666667,0.0512820512820513,0.230769230769231,0.666666666666667,0.0512820512820513,0.435897435897436,0.358974358974359,0.153846153846154,0.0512820512820513
"AR",1,1,"h",14,0.142857142857143,0.642857142857143,0.214285714285714,0.357142857142857,0.642857142857143,0.285714285714286,0.214285714285714,0.285714285714286,0.214285714285714,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.142857142857143,0.214285714285714,0.428571428571429,0.214285714285714,0.5,0.285714285714286,0.0714285714285714,0.142857142857143
"AR",1,1,"i",1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"CO",0,0,"a",7,0.857142857142857,0.142857142857143,0,0.714285714285714,0.285714285714286,0.571428571428571,0.285714285714286,0.142857142857143,0,0.142857142857143,0.428571428571429,0.428571428571429,0.857142857142857,0.142857142857143,0.857142857142857,0,0.142857142857143,0,0.285714285714286,0.714285714285714,0,0
"CO",0,0,"b",4,1,0,0,0.5,0.5,0.75,0,0.25,0,0.75,0,0.25,1,0,1,0,0,0,0.25,0.5,0.25,0
"CO",0,0,"c",43,0.697674418604651,0.186046511627907,0.116279069767442,0.581395348837209,0.418604651162791,0.627906976744186,0.255813953488372,0.116279069767442,0,0.27906976744186,0.232558139534884,0.488372093023256,0.953488372093023,0.0465116279069767,0.651162790697674,0.13953488372093,0.13953488372093,0.0697674418604651,0.441860465116279,0.441860465116279,0.116279069767442,0
"CO",0,0,"d",300,0.393333333333333,0.38,0.226666666666667,0.483333333333333,0.516666666666667,0.416666666666667,0.273333333333333,0.26,0.05,0.1,0.206666666666667,0.693333333333333,0.773333333333333,0.226666666666667,0.336666666666667,0.19,0.366666666666667,0.106666666666667,0.36,0.48,0.143333333333333,0.0166666666666667
"CO",0,0,"e",571,0.299474605954466,0.48861646234676,0.211908931698774,0.434325744308231,0.565674255691769,0.357267950963222,0.260945709281961,0.320490367775832,0.0612959719789842,0.10507880910683,0.197898423817863,0.697022767075307,0.709281961471103,0.290718038528897,0.283712784588441,0.192644483362522,0.397548161120841,0.126094570928196,0.416812609457093,0.402802101576182,0.164623467600701,0.0157618213660245
"CO",0,0,"f",396,0.222222222222222,0.532828282828283,0.244949494949495,0.47979797979798,0.52020202020202,0.303030303030303,0.237373737373737,0.368686868686869,0.0909090909090909,0.101010101010101,0.169191919191919,0.72979797979798,0.641414141414141,0.358585858585859,0.207070707070707,0.217171717171717,0.44949494949495,0.126262626262626,0.391414141414141,0.376262626262626,0.204545454545455,0.0277777777777778
"CO",0,0,"g",197,0.116751269035533,0.563451776649746,0.319796954314721,0.441624365482233,0.558375634517767,0.269035532994924,0.274111675126904,0.345177664974619,0.111675126903553,0.0964467005076142,0.126903553299492,0.776649746192893,0.614213197969543,0.385786802030457,0.101522842639594,0.177664974619289,0.532994923857868,0.187817258883249,0.380710659898477,0.406091370558376,0.182741116751269,0.0304568527918782
"CO",0,0,"h",43,0.186046511627907,0.418604651162791,0.395348837209302,0.418604651162791,0.581395348837209,0.302325581395349,0.186046511627907,0.395348837209302,0.116279069767442,0.116279069767442,0.209302325581395,0.674418604651163,0.604651162790698,0.395348837209302,0.13953488372093,0.255813953488372,0.441860465116279,0.162790697674419,0.372093023255814,0.348837209302326,0.186046511627907,0.0930232558139535
"CO",0,0,"i",7,0.142857142857143,0,0.857142857142857,0.571428571428571,0.428571428571429,0.714285714285714,0,0.285714285714286,0,0.285714285714286,0,0.714285714285714,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0,0.571428571428571,0.285714285714286,0.571428571428571,0.142857142857143,0
"CO",0,1,"a",4,1,0,0,0.75,0.25,0.5,0.25,0.25,0,0.25,0.5,0.25,1,0,0.75,0,0,0.25,0.25,0.75,0,0
"CO",0,1,"b",5,0.8,0.2,0,0.6,0.4,0.2,0.4,0.2,0.2,0,0.2,0.8,1,0,0.8,0,0.2,0,0.8,0.2,0,0
"CO",0,1,"c",36,0.611111111111111,0.305555555555556,0.0833333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.138888888888889,0.361111111111111,0.166666666666667,0.0833333333333333,0.166666666666667,0.75,0.833333333333333,0.166666666666667,0.555555555555556,0.166666666666667,0.222222222222222,0.0555555555555556,0.333333333333333,0.472222222222222,0.166666666666667,0.0277777777777778
"CO",0,1,"d",189,0.37037037037037,0.492063492063492,0.137566137566138,0.502645502645503,0.497354497354497,0.322751322751323,0.17989417989418,0.423280423280423,0.0740740740740741,0.0740740740740741,0.169312169312169,0.756613756613757,0.746031746031746,0.253968253968254,0.349206349206349,0.153439153439153,0.46031746031746,0.037037037037037,0.44973544973545,0.396825396825397,0.142857142857143,0.0105820105820106
"CO",0,1,"e",403,0.196029776674938,0.573200992555831,0.230769230769231,0.441687344913151,0.558312655086849,0.200992555831266,0.19106699751861,0.471464019851117,0.136476426799007,0.0595533498759305,0.124069478908189,0.816377171215881,0.622828784119107,0.377171215880893,0.188585607940447,0.260545905707196,0.431761786600496,0.119106699751861,0.362282878411911,0.406947890818859,0.213399503722084,0.0173697270471464
"CO",0,1,"f",376,0.148936170212766,0.643617021276596,0.207446808510638,0.401595744680851,0.598404255319149,0.175531914893617,0.159574468085106,0.48936170212766,0.175531914893617,0.0398936170212766,0.13031914893617,0.829787234042553,0.561170212765957,0.438829787234043,0.132978723404255,0.289893617021277,0.50531914893617,0.0718085106382979,0.382978723404255,0.353723404255319,0.23936170212766,0.023936170212766
"CO",0,1,"g",242,0.0702479338842975,0.661157024793388,0.268595041322314,0.371900826446281,0.628099173553719,0.115702479338843,0.128099173553719,0.528925619834711,0.227272727272727,0.0247933884297521,0.0702479338842975,0.90495867768595,0.512396694214876,0.487603305785124,0.0661157024793388,0.34297520661157,0.466942148760331,0.12396694214876,0.351239669421488,0.363636363636364,0.231404958677686,0.0537190082644628
"CO",0,1,"h",65,0.153846153846154,0.538461538461538,0.307692307692308,0.476923076923077,0.523076923076923,0.138461538461538,0.184615384615385,0.430769230769231,0.246153846153846,0.0307692307692308,0.0923076923076923,0.876923076923077,0.661538461538462,0.338461538461538,0.138461538461538,0.230769230769231,0.446153846153846,0.184615384615385,0.430769230769231,0.4,0.123076923076923,0.0461538461538462
"CO",0,1,"i",5,0.2,0.8,0,0.6,0.4,0.4,0,0.2,0.4,0,0,1,0.6,0.4,0.2,0.2,0.6,0,0.8,0.2,0,0
"CO",1,0,"a",1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"CO",1,0,"c",6,0.333333333333333,0.5,0.166666666666667,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.833333333333333,0.5,0.5,0.333333333333333,0.5,0.166666666666667,0,0.333333333333333,0.5,0.166666666666667,0
"CO",1,0,"d",33,0.363636363636364,0.484848484848485,0.151515151515152,0.575757575757576,0.424242424242424,0.393939393939394,0.272727272727273,0.303030303030303,0.0303030303030303,0.0909090909090909,0.303030303030303,0.606060606060606,0.666666666666667,0.333333333333333,0.303030303030303,0.212121212121212,0.484848484848485,0,0.424242424242424,0.424242424242424,0.121212121212121,0.0303030303030303
"CO",1,0,"e",65,0.276923076923077,0.492307692307692,0.230769230769231,0.384615384615385,0.615384615384615,0.446153846153846,0.138461538461538,0.353846153846154,0.0615384615384615,0.138461538461538,0.230769230769231,0.630769230769231,0.723076923076923,0.276923076923077,0.276923076923077,0.292307692307692,0.353846153846154,0.0769230769230769,0.323076923076923,0.476923076923077,0.153846153846154,0.0461538461538462
"CO",1,0,"f",71,0.154929577464789,0.563380281690141,0.28169014084507,0.380281690140845,0.619718309859155,0.28169014084507,0.28169014084507,0.366197183098592,0.0704225352112676,0.0563380281690141,0.154929577464789,0.788732394366197,0.605633802816901,0.394366197183099,0.140845070422535,0.295774647887324,0.450704225352113,0.112676056338028,0.450704225352113,0.295774647887324,0.211267605633803,0.0422535211267606
"CO",1,0,"g",34,0.0882352941176471,0.617647058823529,0.294117647058824,0.470588235294118,0.529411764705882,0.235294117647059,0.264705882352941,0.441176470588235,0.0588235294117647,0.0294117647058824,0.205882352941176,0.764705882352941,0.558823529411765,0.441176470588235,0.0882352941176471,0.294117647058824,0.441176470588235,0.176470588235294,0.382352941176471,0.264705882352941,0.264705882352941,0.0882352941176471
"CO",1,0,"h",7,0,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.142857142857143,0,0.714285714285714,0.142857142857143,0,0,1,0.571428571428571,0.428571428571429,0,0.285714285714286,0.571428571428571,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.142857142857143
"CO",1,0,"i",1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"CO",1,1,"a",4,0.75,0.25,0,0.75,0.25,0.5,0,0.5,0,0.5,0,0.5,1,0,0.5,0.25,0,0.25,0.5,0.5,0,0
"CO",1,1,"b",2,1,0,0,0.5,0.5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.5,0.5,0
