"customer_ID","plan"
10125037,"0131002"
10143140,"1133014"
10014927,"2122012"
10111558,"1043002"
10087022,"1132012"
10106349,"0133002"
10149567,"2032112"
10026915,"1022022"
10102772,"1133122"
10152366,"1133112"
10141546,"1113121"
10110401,"0022002"
10058626,"1111021"
10026900,"1133111"
10024750,"1133122"
10082718,"1111022"
10021391,"1143124"
10074690,"2143132"
10002628,"1111111"
10061103,"2133032"
10126034,"0133003"
10046047,"1111122"
10054837,"2013032"
10049557,"1122122"
10096904,"0111001"
10092845,"2112032"
10105729,"1122122"
10027035,"1012111"
10124028,"1112111"
10101416,"1133012"
10017877,"1022022"
10025733,"1133122"
10040740,"0011002"
10139307,"0011002"
10052781,"2112132"
10084139,"2011032"
10120944,"1032023"
10073929,"2011022"
10088896,"1111122"
10106372,"1111021"
10023845,"1111124"
10085812,"1022021"
10065743,"1112122"
10147012,"1133022"
10101334,"1112122"
10123399,"1133114"
10127754,"1112111"
10048893,"1011021"
10060184,"1111121"
10009560,"1111024"
10141645,"1111121"
10108965,"1112121"
10036210,"0022001"
10114783,"1011021"
10129761,"0022002"
10029842,"0011002"
10041043,"1112122"
10017549,"1033022"
10039267,"1113122"
10060553,"0112002"
10128753,"0022002"
10111032,"2013031"
10125682,"1132122"
10105982,"0111002"
10029657,"1133123"
10116184,"1133122"
10102915,"0013002"
10033730,"0111002"
10128851,"1011021"
10048821,"1121122"
10131290,"1123013"
10127640,"0012002"
10086661,"1033012"
10122755,"2111032"
10062521,"2023032"
10092912,"0122001"
10125659,"2133032"
10112254,"1022021"
10105107,"0022003"
10003692,"1131121"
10149551,"1121012"
10099375,"1011022"
10118663,"0111001"
10075329,"2133021"
10010884,"1012022"
10045084,"2111032"
10040732,"0113004"
10109860,"1021022"
10148214,"0111002"
10033517,"0133004"
10113640,"2111114"
10107235,"1111124"
10117699,"0023002"
10037424,"2112011"
10110042,"1121122"
10133501,"2123122"
10012217,"2111032"
10100154,"1122013"
10080470,"0022002"
10044297,"1023022"
10067298,"1111122"
10131975,"1111121"
10062514,"0023002"
10056712,"0112002"
10088152,"2122011"
10097342,"1133122"
10136288,"1032024"
10029460,"1143121"
10004591,"1022022"
10134971,"1111121"
10091873,"1122112"
10071202,"0011002"
10014440,"1111012"
10058651,"2112022"
10103255,"0121002"
10098338,"0122003"
10146455,"1111012"
10037014,"1112114"
10041083,"0032001"
10012743,"2133112"
10063676,"1033023"
10001999,"1123122"
10133886,"2111134"
10120821,"2112032"
10070881,"1111022"
10030239,"1111021"
10096595,"1112114"
10042436,"1132021"
10059653,"1012022"
10007721,"1022012"
10001240,"1133122"
10070905,"2033012"
10124883,"1011022"
10035582,"1122113"
10090984,"1122122"
10038522,"0022002"
10128832,"1132021"
10094694,"2033033"
10078675,"1111122"
10071416,"0032002"
10071854,"1122022"
10100528,"0022003"
10136372,"1133124"
10122202,"1122012"
10060953,"1133113"
10017673,"0123003"
10083635,"1143121"
10063091,"1112122"
10061879,"1112113"
10051745,"0111002"
10083522,"2011032"
10137656,"1122012"
10006775,"1011014"
10103072,"0123001"
10108750,"1113122"
10136093,"1033012"
10062181,"2011032"
10058788,"1123014"
10085422,"2123131"
10105762,"1012012"
10139289,"1112112"
10017381,"0011002"
10003902,"1011012"
10080812,"1123024"
10049415,"1123013"
10145899,"1122121"
10005687,"1011022"
10029530,"0111002"
10076821,"1111112"
10108986,"1133122"
10112885,"1122123"
10000770,"0012001"
10041310,"0022002"
10062753,"1123114"
10129602,"1123121"
10025702,"0023001"
10062658,"1123124"
10061994,"0122002"
10149190,"1122112"
10089272,"0011001"
10099599,"1133024"
10005681,"1112122"
10101697,"2133124"
10030456,"2123032"
10094359,"1133112"
10108449,"1133122"
10145910,"1111112"
10034694,"1133123"
10024861,"0011001"
10018291,"2133111"
10077158,"0013002"
10089800,"1132021"
10143720,"1022012"
10062112,"1133123"
10047978,"1122023"
10014342,"1112122"
10065360,"1123122"
10085581,"2123031"
10131971,"0011002"
10111307,"1132124"
10129709,"1122011"
10003887,"1111021"
10036909,"0121004"
10072358,"0112002"
10127159,"1123022"
10042412,"1133112"
10104970,"1133022"
10145524,"1133114"
10010153,"1012022"
10135409,"1133124"
10090416,"0133004"
10150574,"0112001"
10067135,"1122112"
10044015,"1143011"
10070902,"2012014"
10056264,"1123121"
10135273,"2143122"
10093098,"0033002"
10025377,"1111121"
10123554,"1122011"
10058402,"0123002"
10051995,"0122002"
10106624,"1133113"
10058312,"2022033"
10027453,"0111002"
10074802,"1112012"
10036423,"1133023"
10103604,"1133113"
10041790,"1143121"
10126307,"1133122"
10019699,"1133134"
10104395,"0122002"
10025970,"1143112"
10058547,"1133023"
10102656,"2123031"
10092896,"1011022"
10105594,"1122014"
10050898,"1111022"
10000811,"1022022"
10142081,"1011022"
10055996,"1131022"
10139724,"1122022"
10033059,"1122122"
10148741,"1122012"
10128920,"0013001"
10119208,"1111022"
10101886,"2032132"
10009586,"2133132"
10084612,"0111002"
10050961,"0133002"
10105336,"1012022"
10149230,"1022122"
10122056,"1133122"
10069174,"0011002"
10124660,"2122013"
10135873,"1113124"
10042336,"1143122"
10014106,"1142132"
10092492,"0133001"
10091704,"2112112"
10075324,"2033012"
10144505,"1112022"
10117399,"1112011"
10089211,"1122022"
10064801,"1111122"
10138177,"1143112"
10136098,"1033113"
10043814,"2122131"
10133931,"1022023"
10033069,"1143122"
10141090,"1111011"
10063199,"1133122"
10002021,"2133133"
10121206,"1033021"
10085356,"0033002"
10064768,"0011002"
10133236,"2023032"
10080950,"1011021"
10130046,"0133004"
10067062,"0111002"
10076010,"2033133"
10103120,"1122013"
10025005,"0111001"
10063551,"0012002"
10049463,"1022122"
10016573,"1133123"
10084451,"1133114"
10105559,"1111122"
10092286,"2111032"
10011562,"1113122"
10023105,"1112123"
10127705,"1122121"
10113683,"0033002"
10122390,"1133113"
10075252,"1112122"
10118994,"1122121"
10066115,"1123111"
10024712,"1112121"
10126672,"1133112"
10060152,"1111021"
10127693,"1112124"
10133693,"0012003"
10145759,"0012002"
10115068,"0012002"
10053220,"1011022"
10099635,"1143124"
10049970,"1132021"
10015245,"0011011"
10023222,"1113023"
10050757,"1012022"
10073545,"1021021"
10134298,"1133022"
10069525,"1023014"
10029735,"2133021"
10067543,"1122112"
10048443,"2011032"
10144978,"1111024"
10029554,"1011021"
10091496,"1122114"
10066704,"0112004"
10109284,"0012002"
10138465,"1122123"
10039395,"1131113"
10057000,"1111122"
10046360,"0043021"
10075779,"1112022"
10017489,"1123122"
10138688,"1043123"
10107713,"1143122"
10047452,"1113012"
10054015,"1111021"
10100039,"1133123"
10088334,"1033021"
10102430,"1111122"
10078526,"0012002"
10089417,"1123121"
10010477,"1112022"
10136156,"1133111"
10087704,"0132004"
10076597,"2032031"
10005892,"1122112"
10014603,"0011002"
10113323,"1111124"
10026551,"1143122"
10004493,"1122122"
10000623,"0111002"
10062682,"1111022"
10035491,"1133122"
10075039,"1133021"
10087422,"1132122"
10120687,"2033032"
10015093,"1122122"
10124793,"0011001"
10008605,"1122112"
10093201,"1111012"
10068242,"0111002"
10149994,"1011022"
10046619,"1113121"
10066117,"1133122"
10018204,"1132124"
10031512,"1132123"
10014905,"1143012"
10119683,"1033012"
10073908,"0133002"
10067962,"1133111"
10064984,"1133022"
10064605,"0133001"
10005303,"1012112"
10105534,"1111022"
10051712,"1123012"
10068685,"0111121"
10068243,"1133113"
10118135,"2133012"
10072974,"0123002"
10130243,"1133122"
10138928,"1021022"
10055245,"0111001"
10011094,"1133111"
10094945,"1123021"
10080007,"0133001"
10102301,"2032021"
10146635,"0011001"
10089322,"1122111"
10082298,"1022013"
10063891,"1133132"
10086631,"0043002"
10018734,"1122013"
10138320,"0111002"
10084622,"0133002"
10143914,"1133021"
10001338,"1112122"
10095068,"0032001"
10147592,"2133032"
10139993,"2123131"
10028593,"1111121"
10089151,"1122113"
10013169,"1122121"
10056927,"1133123"
10100350,"2043113"
10066423,"1122124"
10109222,"1011021"
10006964,"1022021"
10007919,"1013021"
10149797,"2111011"
10079162,"1122022"
10015840,"1122122"
10087473,"1011021"
10038248,"1033024"
10027324,"1111113"
10106588,"0133022"
10120790,"1122123"
10097229,"0133022"
10130781,"0043002"
10117313,"2123112"
10145455,"2023031"
10009522,"0033002"
10095799,"1132121"
10033649,"1121122"
10076957,"1022111"
10000462,"0012001"
10006985,"1143023"
10141910,"1011022"
10143803,"1122022"
10087465,"1133012"
10117110,"1133023"
10022610,"0122004"
10125694,"1111112"
10065588,"1143013"
10073470,"0112004"
10069294,"0113001"
10084260,"1133122"
10145046,"0012001"
10136029,"0111021"
10001887,"1133121"
10035636,"0011001"
10143772,"0133002"
10091119,"1133122"
10100557,"1133012"
10010344,"1122122"
10095069,"0022002"
10099722,"1121022"
10123323,"1112011"
10148329,"1143023"
10112780,"1143123"
10039429,"1111024"
10114991,"0111001"
10025843,"2133121"
10019220,"1132124"
10089692,"0132002"
10141911,"2123022"
10017739,"1133122"
10111579,"2133133"
10126012,"0111001"
10031075,"1123023"
10095349,"0022002"
10014377,"1033021"
10063128,"2122024"
10142454,"1122021"
10081038,"1123122"
10119287,"0033002"
10100083,"0011024"
10089869,"0011022"
10136139,"2013123"
10117862,"1022022"
10072650,"2122031"
10145829,"2122132"
10088895,"0112002"
10120051,"1122011"
10141974,"1142002"
10065674,"1033123"
10033933,"1032012"
10048038,"1011022"
10084864,"2012032"
10095057,"1111022"
10067507,"1133121"
10072394,"2012032"
10008753,"1123022"
10093094,"1133113"
10112611,"1022112"
10050289,"0112122"
10038266,"1043114"
10087848,"1111122"
10124037,"2132122"
10007831,"0011001"
10090103,"1133112"
10005123,"1133121"
10035713,"0111002"
10133162,"0031004"
10145022,"1133014"
10004172,"1133022"
10086054,"1133112"
10021893,"1011022"
10078299,"0133002"
10065351,"1111124"
10003415,"1133122"
10021197,"0011002"
10015606,"1022021"
10047297,"1122122"
10045528,"1133122"
10036791,"0112002"
10070064,"1112114"
10041741,"1133021"
10088176,"1111022"
10035722,"0133001"
10121044,"1122013"
10123066,"0032002"
10040813,"1111122"
10096298,"2132132"
10083299,"1122122"
10077116,"1033012"
10060322,"1122022"
10082649,"1133122"
10025926,"1122122"
10084764,"1112112"
10012218,"1123021"
10079232,"0011002"
10089589,"1112112"
10132425,"0021003"
10109450,"0123002"
10106693,"1033021"
10010438,"1033021"
10082482,"0133002"
10029938,"1133123"
10034896,"1023021"
10068237,"1123123"
10104076,"1122023"
10086295,"1122114"
10017023,"1133112"
10077164,"0132002"
10029218,"1111124"
10091124,"1133123"
10081302,"1112121"
10026610,"1133122"
10043337,"1143112"
10126667,"0133002"
10026186,"2011031"
10116527,"1133114"
10138488,"1122111"
10107156,"1043021"
10043315,"2133133"
10036804,"2133112"
10001164,"0023002"
10000442,"1122121"
10025078,"1133121"
10123496,"0133021"
10062020,"1133122"
10033828,"1013022"
10032780,"1132112"
10111320,"1112114"
10072452,"1033022"
10001646,"1123122"
10110203,"1122022"
10007389,"1143023"
10123277,"1023021"
10044756,"1111112"
10116687,"1033022"
10024803,"1112113"
10014685,"2132032"
10008744,"1122012"
10145510,"1122014"
10032228,"2033023"
10108504,"1123123"
10102975,"0023004"
10127482,"1132122"
10079412,"0112001"
10089376,"1113121"
10052984,"1133122"
10035236,"0011002"
10084047,"1133122"
10028269,"1113113"
10032868,"1112022"
10112544,"1133021"
10025136,"1121112"
10009450,"1122122"
10017760,"1122122"
10016217,"1133121"
10065100,"1013022"
10134628,"2033021"
10027696,"1133122"
10114346,"1133121"
10137283,"0111002"
10149848,"1033113"
10030760,"1133112"
10128265,"0011024"
10084433,"1112011"
10119025,"1023022"
10113004,"1133114"
10085990,"1022011"
10089767,"1113011"
10051774,"1021002"
10133643,"1033012"
10137290,"1133121"
10003052,"1011021"
10087862,"1113114"
10099816,"1111111"
10132277,"1133021"
10100451,"0023002"
10051160,"1133121"
10027825,"0112003"
10037399,"1132124"
10054318,"0011002"
10149812,"1022022"
10047357,"1133112"
10120014,"0111002"
10041786,"1113122"
10035243,"1112122"
10125559,"0133001"
10002874,"1111111"
10076275,"1143122"
10033693,"1132122"
10017841,"0111002"
10129968,"1111112"
10050885,"1133112"
10118473,"2033022"
10115551,"2133131"
10150668,"2133132"
10038427,"1122113"
10008923,"1132122"
10073988,"1133022"
10076710,"1122022"
10152030,"1112112"
10046966,"1133122"
10088362,"1033021"
10063334,"1112122"
10025833,"1132021"
10141708,"0011004"
10142284,"1112122"
10031743,"1112122"
10116550,"1112122"
10051866,"1022014"
10152405,"1122021"
10087960,"1112122"
10080334,"1133121"
10144141,"2113131"
10003150,"1133021"
10117865,"0011012"
10054914,"1112021"
10009315,"1132012"
10149019,"1111022"
10083673,"1133122"
10106565,"1122011"
10152442,"1121022"
10065501,"1043012"
10063836,"1033121"
10139950,"1122113"
10055276,"1123122"
10069875,"1111013"
10035681,"1112113"
10023429,"0112002"
10003086,"1133123"
10010167,"1133121"
10131698,"0113003"
10090277,"1132001"
10099623,"1133121"
10095771,"1112022"
10052099,"0133001"
10024653,"1133121"
10037991,"1123122"
10126874,"0011002"
10101928,"0133003"
10074093,"0033002"
10033295,"1111122"
10065891,"1111122"
10141145,"2132132"
10033628,"2122022"
10108217,"1133112"
10040023,"0033002"
10134433,"2123032"
10152511,"0011002"
10118315,"1111021"
10048051,"1133022"
10010414,"1133122"
10029077,"1133114"
10058725,"2123021"
10001990,"1133022"
10096722,"1112011"
10147685,"0033003"
10134547,"1133012"
10036372,"0133001"
10015951,"1112114"
10034627,"2143122"
10089677,"1142022"
10098289,"0133001"
10066521,"1132111"
10127892,"2011031"
10144963,"1133113"
10016912,"1132112"
10046027,"0011002"
10124977,"0133002"
10149727,"0112002"
10072357,"1022012"
10091335,"1123112"
10116411,"0122003"
10049429,"1122111"
10022990,"1133122"
10000506,"1121111"
10050312,"1133123"
10131263,"1033022"
10005574,"0133002"
10075968,"0122011"
10069658,"1111022"
10026414,"0122002"
10020376,"1132021"
10032768,"1133013"
10024852,"1133022"
10079568,"0041002"
10071432,"0111002"
10114354,"1143123"
10134660,"1123122"
10027824,"2113132"
10038104,"1112111"
10086535,"1023021"
10034706,"2111132"
10034070,"1133021"
10105757,"1011022"
10066291,"1133114"
10142542,"1113121"
10135678,"2111131"
10137690,"1123122"
10068424,"1133124"
10104411,"0111001"
10015106,"0011001"
10108583,"1123113"
10046332,"1123123"
10084356,"0033002"
10071007,"1143112"
10012075,"1113111"
10034664,"1112022"
10081736,"0112002"
10035675,"0032004"
10146008,"2122032"
10017634,"2133121"
10072211,"0132002"
10084304,"1133121"
10134138,"0012001"
10092381,"1111021"
10044577,"0132002"
10072207,"1121121"
10115484,"1123121"
10137387,"1111122"
10138300,"1122023"
10151725,"1133123"
10147983,"1133022"
10042033,"1133022"
10053170,"1132112"
10094630,"1033012"
10131405,"2011032"
10090215,"1123112"
10038893,"1033024"
10061692,"1133123"
10150497,"1011021"
10093424,"1133012"
10039899,"1123022"
10127428,"1122121"
10082652,"1133122"
10013281,"0031001"
10075396,"1111122"
10027312,"1111023"
10049281,"2133121"
10077425,"1133022"
10106897,"2033123"
10138116,"1133122"
10022390,"0011002"
10141504,"1133022"
10028053,"0133003"
10001360,"1133012"
10110976,"0133002"
10083133,"1111121"
10015601,"1143121"
10049621,"1123122"
10021720,"1133122"
10006306,"1133124"
10110537,"1112022"
10136447,"0111002"
10096456,"1132122"
10007491,"1111111"
10058110,"1112024"
10152563,"1023022"
10009384,"1033022"
10117931,"1112121"
10110411,"0022001"
10020254,"1122122"
10099769,"1112022"
10111703,"1133122"
10014988,"0011001"
10098371,"0111001"
10033625,"0032001"
10068275,"0112002"
10097368,"0133001"
10110204,"1111121"
10073259,"1022011"
10099788,"0123002"
10110202,"0032001"
10093423,"1123121"
10104283,"0112002"
10069908,"1033124"
10122645,"0132002"
10042522,"1122121"
10089664,"1111024"
10034267,"0013002"
10101773,"0021002"
10087753,"2112132"
10047754,"0111002"
10112517,"0032001"
10105224,"0111002"
10075075,"1111121"
10080163,"1133113"
10060136,"0133002"
10026730,"1133021"
10128592,"0011002"
10128468,"0133004"
10042362,"2111132"
10134956,"1143113"
10040759,"1123124"
10033143,"1011014"
10018081,"1011012"
10117522,"0133114"
10151744,"0041002"
10109283,"1143122"
10023220,"1113012"
10120031,"0011002"
10103340,"1011021"
10081852,"1111023"
10139780,"1131104"
10029452,"1122022"
10126015,"1113112"
10132235,"1112114"
10111385,"1122011"
10144712,"0011002"
10055766,"1043113"
10110074,"1143022"
10150487,"0011002"
10083169,"1112122"
10116346,"1123122"
10086198,"1011021"
10135353,"1112121"
10144719,"0112004"
10043299,"0011002"
10072898,"1033022"
10055101,"0043001"
10105553,"1111123"
10098826,"0043001"
10143249,"0022002"
10061490,"1011021"
10098715,"1132111"
10133589,"1112022"
10118344,"1111111"
10002323,"0111001"
10022846,"0122113"
10081416,"1133111"
10087773,"1113121"
10000024,"0011002"
10003090,"1111013"
10043588,"2111132"
10023751,"1123121"
10130445,"1133121"
10025674,"1111112"
10123136,"1133021"
10055145,"0133002"
10016805,"2133132"
10079632,"1133114"
10003087,"2133134"
10040097,"1132122"
10096797,"0011003"
10029960,"1023022"
10105592,"1133121"
10062363,"0143002"
10102159,"0111002"
10078693,"1133124"
10152056,"1111114"
10019224,"0022001"
10101408,"0112001"
10062146,"0022004"
10116990,"0011001"
10012378,"1011021"
10076456,"0011001"
10062372,"1133022"
10019846,"0133002"
10006993,"1113122"
10112832,"2122132"
10121747,"1122112"
10127122,"0011002"
10088938,"1132123"
10089278,"1133021"
10143010,"1132123"
10132058,"1111022"
10051828,"1143122"
10075429,"0112002"
10047275,"0011002"
10097331,"1033113"
10126196,"2111132"
10108769,"1133022"
10007047,"1022022"
10019811,"1033021"
10108643,"1112122"
10047157,"1122011"
10117161,"1122122"
10088018,"0022002"
10067647,"1143022"
10116285,"1132122"
10072837,"0111001"
10037103,"2143122"
10055162,"1143112"
10067281,"1113122"
10020939,"1133023"
10099087,"1123111"
10038675,"2113031"
10087085,"1132121"
10064815,"1122012"
10092431,"1133121"
10097449,"1133122"
10111819,"1133112"
10046881,"0011012"
10108572,"1011012"
10016947,"1123122"
10146601,"1122121"
10062460,"1122112"
10063233,"1133112"
10084545,"0032002"
10061421,"1122122"
10075409,"0033002"
10139371,"0011002"
10132859,"1011022"
10081592,"1023021"
10111644,"0011001"
10131537,"1033114"
10115174,"1123021"
10150832,"0112003"
10030029,"1133114"
10074871,"1121122"
10118123,"0111032"
10100272,"1132122"
10119620,"1111121"
10071698,"1133122"
10010246,"2012032"
10043579,"0122113"
10119197,"1112112"
10018373,"0043004"
10108056,"1122121"
10114668,"1122022"
10051180,"1133022"
10118458,"0111002"
10036411,"0011002"
10026096,"1122022"
10012798,"1133021"
10059332,"1132112"
10050782,"1111022"
10008163,"1143121"
10151662,"1111121"
10152311,"0111001"
10059950,"1122111"
10019524,"1122022"
10036668,"1112113"
10125013,"1111021"
10039000,"1122021"
10070951,"1133112"
10083534,"2011031"
10004706,"2123123"
10050920,"1133111"
10054031,"1133011"
10034271,"2112022"
10027648,"1112122"
10130630,"1011021"
10087660,"1132112"
10095873,"1143121"
10003405,"2022031"
10095756,"1133111"
10001787,"1013022"
10126062,"1122123"
10073533,"1133022"
10111213,"1122124"
10115208,"1133114"
10147873,"2133122"
10058541,"1033021"
10014301,"2011012"
10089291,"1132112"
10018685,"1033122"
10141747,"1133022"
10125084,"1133122"
10085619,"0133001"
10072484,"1122122"
10018275,"1023022"
10033151,"1132112"
10070466,"0011002"
10055386,"1043021"
10028422,"1031022"
10127512,"1133022"
10069469,"1133012"
10147542,"1132122"
10003142,"0111001"
10017233,"0111002"
10126694,"1011012"
10040446,"1122022"
10042263,"1031012"
10022248,"2111022"
10055992,"2113021"
10128380,"0112022"
10070978,"1133121"
10100650,"1021022"
10062717,"0132002"
10056104,"1013011"
10033422,"1011021"
10008629,"0011032"
10105754,"1133022"
10146185,"1122021"
10039941,"0022002"
10022745,"1123123"
10089177,"2133131"
10058894,"1122022"
10011195,"1122112"
10146325,"0011001"
10067034,"2131131"
10139193,"1033121"
10091338,"0112002"
10053309,"1011024"
10097746,"1133124"
10107852,"1113122"
10002769,"0011002"
10151002,"0033002"
10008471,"1143112"
10093572,"0012001"
10132331,"1143112"
10029209,"1111113"
10061554,"1133111"
10063524,"1133021"
10038088,"0011001"
10125671,"0011001"
10149069,"0033001"
10121952,"0122001"
10029335,"1022012"
10130278,"0011003"
10140389,"0132001"
10026920,"1132121"
10005102,"0022001"
10099869,"1132111"
10034613,"2133021"
10116684,"1011022"
10010716,"1112012"
10027152,"1032022"
10112361,"1122022"
10098190,"1133102"
10145504,"1132112"
10044545,"1133012"
10100868,"0011002"
10043192,"1133111"
10040841,"1121112"
10072756,"1111122"
10101203,"2011032"
10028861,"0121001"
10061238,"2112132"
10115450,"1033021"
10104214,"1122022"
10076372,"1122122"
10125347,"2122022"
10049841,"0032002"
10087908,"1121012"
10090714,"1022014"
10101224,"1132021"
10093007,"1022011"
10123460,"1133112"
10038170,"1143111"
10015473,"1131011"
10077659,"1121121"
10115471,"0043001"
10019280,"1133022"
10057031,"1133012"
10054030,"1133124"
10072849,"1033021"
10107067,"0122002"
10079574,"2111022"
10052208,"1011022"
10150066,"2133114"
10111919,"1133021"
10118390,"1132022"
10090496,"1133122"
10062016,"1011122"
10136481,"0033003"
10139581,"1133122"
10135128,"1132021"
10019167,"1143122"
10141428,"0011002"
10016582,"1111022"
10022064,"1133023"
10063226,"0112002"
10037928,"2043032"
10124494,"0122002"
10068102,"1112111"
10100457,"1132122"
10025200,"2111132"
10152353,"0111003"
10141097,"1032122"
10003889,"1122122"
10139571,"1111114"
10025932,"2143031"
10030647,"0032001"
10058674,"1013021"
10041540,"1123012"
10002022,"1123021"
10046582,"0021001"
10020345,"1132121"
10145753,"0111002"
10139766,"1123022"
10007879,"0112002"
10148902,"2133122"
10138359,"1031022"
10021967,"0012001"
10056134,"0023001"
10033794,"1112021"
10024423,"1121022"
10036260,"0123002"
10112560,"1143012"
10084532,"1123112"
10096486,"1133122"
10146493,"1133114"
10123879,"0011001"
10055444,"0011001"
10089666,"0011004"
10094759,"1132121"
10105628,"2111131"
10082756,"1012112"
10044399,"1143112"
10060619,"0122022"
10001015,"2033033"
10144492,"1121122"
10027310,"2111034"
10138670,"1121021"
10007984,"1143123"
10092568,"1143012"
10022634,"1132124"
10142921,"1133012"
10036816,"1013022"
10044556,"0131002"
10072593,"1111122"
10129819,"1133122"
10117071,"1122112"
10010350,"1133112"
10143028,"2143132"
10140987,"2132121"
10013995,"1122112"
10046584,"0111001"
10150971,"1111112"
10128696,"0033002"
10152000,"1023022"
10138510,"0012011"
10060304,"1133111"
10140985,"1133013"
10051339,"2012022"
10123215,"1143113"
10063924,"1133122"
10031293,"0143012"
10074206,"1133122"
10111821,"0112002"
10107814,"1133022"
10046756,"1122012"
10101196,"1132022"
10073944,"2132134"
10055453,"0113002"
10093872,"0013002"
10133678,"1033024"
10077325,"1011022"
10027205,"0011002"
10074277,"1133112"
10088834,"1133112"
10106174,"1122022"
10028465,"2012012"
10078714,"1121121"
10034080,"0041003"
10134373,"1122122"
10005656,"1123121"
10146743,"0111001"
10073947,"0012001"
10125418,"2111032"
10121409,"2133131"
10053103,"1122114"
10063616,"1133113"
10048879,"2143124"
10120028,"1122111"
10024733,"0022003"
10125736,"1133111"
10105792,"1032011"
10103362,"1111022"
10097803,"1011023"
10140727,"0113002"
10086575,"1133012"
10107118,"1122013"
10147972,"1113021"
10029812,"1123122"
10138887,"1143122"
10121584,"1022024"
10058911,"0111001"
10076134,"0022002"
10013620,"2033022"
10084890,"1122111"
10081598,"1113022"
10139057,"1111023"
10101232,"1121121"
10094903,"1133013"
10118732,"1133112"
10141745,"0021003"
10133417,"1133123"
10023719,"2122022"
10106629,"1111122"
10108055,"0022002"
10001786,"0022002"
10074793,"1111112"
10053385,"0122003"
10076689,"0022002"
10083587,"1123112"
10152157,"2022022"
10027853,"1133112"
10032122,"1133122"
10032246,"2122121"
10068087,"1023022"
10063604,"1132111"
10104429,"1122124"
10088033,"1111021"
10068215,"1133113"
10044212,"1112121"
10039475,"1143123"
10036156,"1122112"
10052147,"0011001"
10046199,"1121121"
10053095,"1122121"
10069728,"0011002"
10059333,"1122022"
10039555,"1133123"
10139370,"0013001"
10028016,"0111001"
10007953,"1133021"
10110172,"2112122"
10039028,"1111122"
10080558,"1133122"
10036266,"1111024"
10127519,"2132031"
10000939,"1113112"
10146161,"1122112"
10056331,"1133121"
10045808,"0033002"
10109884,"2112121"
10006456,"1111122"
10048785,"1112111"
10115086,"1022022"
10048597,"0122002"
10114763,"1122013"
10124735,"0012002"
10057201,"0111002"
10139789,"1032021"
10083606,"0023004"
10082478,"1033012"
10051342,"0133001"
10138819,"0112002"
10126959,"1133124"
10025966,"0011002"
10117387,"0111002"
10138467,"1112112"
10128902,"2122132"
10089502,"1032022"
10000356,"1022011"
